X,Y,objectid,id_1,buff_dist,orig_fid,created_user,created_date,last_edited_user,last_edited_date,cid,st_area_shape_,st_length_shape_
-80.025124529569652,40.449731047653984,123,TS453,40,123,,,SDE,2015-08-11T14:08:41.000Z,459,0,0
-79.982457311401888,40.451127795240865,124,TS439,40,124,,,SDE,2015-08-11T14:08:39.000Z,318,0,0
-79.976235570760934,40.445306525130825,125,TS212,40,125,,,SDE,2015-08-11T14:08:43.000Z,551,0,0
-79.890380184324172,40.455032709854329,126,TS105,40,126,,,SDE,2015-08-11T14:08:33.000Z,16,0,0
-80.053773287997075,40.427938247626024,127,TS480,40,127,,,SDE,2015-08-11T14:08:41.000Z,452,0,0
-79.956438303595107,40.441949004244485,128,TS131,40,128,,,SDE,2015-08-11T14:08:36.000Z,179,0,0
-79.992388232681918,40.445763254494125,129,TS500,40,129,,,SDE,2015-08-11T14:08:39.000Z,314,0,0
-80.004719804540699,40.440040637042991,130,TS539,40,130,,,SDE,2015-08-11T14:08:39.000Z,312,0,0
-79.965179317348088,40.443255448078546,131,TS618,40,131,,,SDE,2015-08-11T14:08:36.000Z,190,0,0
-79.957816947163309,40.430021691781555,132,TS644,40,132,,,SDE,2015-08-11T14:08:35.000Z,138,0,0
-80.006140656350851,40.4539411726456,133,TS236,40,133,,,SDE,2015-08-11T14:08:42.000Z,497,0,0
-79.99711502487483,40.436581103987436,134,TS514,40,134,,,SDE,2015-08-11T14:08:38.000Z,305,0,0
-79.990977256051679,40.44280671150986,135,TS55,40,135,,,SDE,2015-08-11T14:08:37.000Z,242,0,0
-79.994906387391424,40.385002455546264,136,TS457,40,136,,,SDE,2015-08-11T14:08:40.000Z,410,0,0
-79.933818901709074,40.458351424413586,137,TS72,40,137,,,SDE,2015-08-11T14:08:42.000Z,517,0,0
-79.998345535354375,40.443742466443794,138,TS479,40,138,,,SDE,2015-08-11T14:08:38.000Z,297,0,0
-79.922076888781362,40.461663512792938,139,TS153,40,139,,,SDE,2015-08-11T14:08:34.000Z,80,0,0
-80.041079273768929,40.4800670757162,140,TS187,40,140,,,SDE,2015-08-11T14:08:42.000Z,483,0,0
-79.994874800829407,40.440427354026824,141,TS581,40,141,,,SDE,2015-08-11T14:08:37.000Z,247,0,0
-79.982047133456646,40.428835017726037,142,TS198,40,142,,,SDE,2015-08-11T14:08:40.000Z,380,0,0
-79.877686037145367,40.45709371243553,143,TS371,40,143,,,SDE,2015-08-11T14:08:33.000Z,8,0,0
-79.999888003782658,40.438211918880292,144,TS538,40,144,,,SDE,2015-08-11T14:08:38.000Z,311,0,0
-79.935060373431725,40.461608797902542,145,TS375,40,145,,,SDE,2015-08-11T14:08:39.000Z,347,0,0
-79.998722323818825,40.436555412841315,146,TS320,40,146,,,SDE,2015-08-11T14:08:38.000Z,264,0,0
-79.99899518978134,40.445144899921942,147,TS343,40,147,,,SDE,2015-08-11T14:08:38.000Z,280,0,0
-79.92348486503856,40.429737932797039,148,TS359,40,148,,,SDE,2015-08-11T14:08:35.000Z,106,0,0
-79.937623946961992,40.461898219578678,149,TS5,40,149,,,SDE,2015-08-11T14:08:39.000Z,346,0,0
-79.991110727736583,40.408745250893382,150,TS166,40,150,,,SDE,2015-08-11T14:08:40.000Z,402,0,0
-80.013413469891688,40.450596323414622,151,TS622,40,151,,,SDE,2015-08-11T14:08:41.000Z,467,0,0
-79.931216865911594,40.44562816099787,152,TS101,40,152,,,SDE,2015-08-11T14:08:35.000Z,129,0,0
-80.01894133563755,40.440675887379619,153,TS635,40,153,,,SDE,2015-08-11T14:08:43.000Z,539,0,0
-79.998212986239267,40.439050952631924,154,TS228,40,154,,,SDE,2015-08-11T14:08:37.000Z,251,0,0
-79.952723963931376,40.448358310865622,155,TS75,40,155,,,SDE,2015-08-11T14:08:36.000Z,195,0,0
-79.952306762058896,40.4661423297932,156,TS357,40,156,,,SDE,2015-08-11T14:08:39.000Z,337,0,0
-79.98514031505087,40.437657711100279,157,TS334,40,157,,,SDE,2015-08-11T14:08:37.000Z,227,0,0
-79.918975352855,40.435311328795216,158,TS83,40,158,,,SDE,2015-08-11T14:08:35.000Z,120,0,0
-79.998049267380409,40.437521590091954,159,TS389,40,159,,,SDE,2015-08-11T14:08:38.000Z,285,0,0
-79.960274508710256,40.440459949648371,160,TS257,40,160,,,SDE,2015-08-11T14:08:36.000Z,171,0,0
-80.035820180362833,40.484311374188714,161,TS114,40,161,,,SDE,2015-08-11T14:08:41.000Z,480,0,0
-80.011412587580679,40.493045890696166,162,TS291,40,162,,,SDE,2015-08-11T14:08:42.000Z,486,0,0
-79.979833941514741,40.464775610423857,163,TS397,40,163,,,SDE,2015-08-11T14:08:40.000Z,371,0,0
-80.011248820212799,40.474949911448697,164,TS455,40,164,,,SDE,2015-08-11T14:08:43.000Z,583,0,0
-79.90222409584949,40.455693239183937,165,TS393,40,165,,,SDE,2015-08-11T14:08:34.000Z,44,0,0
-80.00227739128438,40.448626433739371,166,TS379,40,166,,,SDE,2015-08-11T14:08:43.000Z,568,0,0
-79.967209289802952,40.461592818253678,167,TS396,40,167,,,SDE,2015-08-11T14:08:39.000Z,330,0,0
-79.964730731034535,40.466195094586794,168,TS186,40,168,,,SDE,2015-08-11T14:08:39.000Z,332,0,0
-79.92600758229139,40.444021889390299,169,TS476,40,169,,,SDE,2015-08-11T14:08:35.000Z,127,0,0
-79.977728214131957,40.427668742291537,170,TS516,40,170,,,SDE,2015-08-11T14:08:40.000Z,390,0,0
-80.008731168559862,40.451987419009505,171,TS42,40,171,,,SDE,2015-08-11T14:08:42.000Z,528,0,0
-79.997400521150212,40.421647772519904,172,TS104,40,172,,,SDE,2015-08-11T14:08:40.000Z,397,0,0
-79.896297847936424,40.457396512922728,173,TS367,40,173,,,SDE,2015-08-11T14:08:33.000Z,23,0,0
-79.89752489361392,40.454628178931515,174,TS392,40,174,,,SDE,2015-08-11T14:08:33.000Z,20,0,0
-79.951811651098467,40.463145669686348,175,TS285,40,175,,,SDE,2015-08-11T14:08:39.000Z,339,0,0
-79.927579742734736,40.423043103993336,176,TS96,40,176,,,SDE,2015-08-11T14:08:35.000Z,101,0,0
-79.932398790110696,40.460678388475749,177,TS374,40,177,,,SDE,2015-08-11T14:08:39.000Z,348,0,0
-79.927784240615921,40.440901422681492,178,TS483,40,178,,,SDE,2015-08-11T14:08:35.000Z,123,0,0
-79.994662024074572,40.438946993911458,179,TS313,40,179,,,SDE,2015-08-11T14:08:38.000Z,261,0,0
-79.975892168184018,40.40437539218015,180,TS624,40,180,,,SDE,2015-08-11T14:08:42.000Z,531,0,0
-80.000891631262476,40.436719803871583,181,TS352,40,181,,,SDE,2015-08-11T14:08:38.000Z,275,0,0
-79.996055814136795,40.438227604623393,182,TS335,40,182,,,SDE,2015-08-11T14:08:38.000Z,268,0,0
-79.967484684522972,40.447104435635524,183,TS210,40,183,,,SDE,2015-08-11T14:08:43.000Z,549,0,0
-79.996460609376854,40.437581661027266,184,TS364,40,184,,,SDE,2015-08-11T14:08:38.000Z,277,0,0
-79.972643169312178,40.437694884875292,185,TS138,40,185,,,SDE,2015-08-11T14:08:37.000Z,222,0,0
-79.942309804724033,40.403711805698222,186,TS560,40,186,,,SDE,2015-08-11T14:08:35.000Z,92,0,0
-79.956569283353403,40.443151589521705,187,TS316,40,187,,,SDE,2015-08-11T14:08:36.000Z,180,0,0
-79.98601034059007,40.441029548678621,188,TS209,40,188,,,SDE,2015-08-11T14:08:37.000Z,214,0,0
-79.999498343358482,40.442099615638135,189,TS533,40,189,,,SDE,2015-08-11T14:08:38.000Z,310,0,0
-80.077671253942128,40.459345291303578,190,TS223,40,190,,,SDE,2015-08-11T14:08:41.000Z,454,0,0
-79.960910259013247,40.469795775896728,191,TS180,40,191,,,SDE,2015-08-11T14:08:39.000Z,355,0,0
-79.909788505226516,40.461056030387098,192,TS444,40,192,,,SDE,2015-08-11T14:08:34.000Z,53,0,0
-80.01138630197714,40.415035126120678,193,TS522,40,193,,,SDE,2015-08-11T14:08:41.000Z,437,0,0
-79.906932571393767,40.453221766100093,194,TS254,40,194,,,SDE,2015-08-11T14:08:34.000Z,40,0,0
-79.95333539504297,40.443226935958691,195,TS120,40,195,,,SDE,2015-08-11T14:08:36.000Z,182,0,0
-79.912423618789362,40.454037467431782,196,TS310,40,196,,,SDE,2015-08-11T14:08:34.000Z,56,0,0
-79.938579689745595,40.427057757052474,197,TS11,40,197,,,SDE,2015-08-11T14:08:35.000Z,122,0,0
-80.008183369611402,40.448334420063972,198,TS549,40,198,,,SDE,2015-08-11T14:08:43.000Z,579,0,0
-79.969949029248625,40.460771997084635,199,TS506,40,199,,,SDE,2015-08-11T14:08:39.000Z,329,0,0
-79.952659706540771,40.44180905718359,200,TS662,40,200,,,SDE,2015-08-11T14:08:44.000Z,590,0,0
-79.938607775572947,40.46456184283187,201,TS51,40,201,,,SDE,2015-08-11T14:08:34.000Z,62,0,0
-80.004897813799076,40.450311938960226,202,TS237,40,202,,,SDE,2015-08-11T14:08:42.000Z,514,0,0
-79.944448764382415,40.454159719928434,203,TS215,40,203,,,SDE,2015-08-11T14:08:36.000Z,153,0,0
-79.951213808802166,40.482855151523239,204,TS178,40,204,,,SDE,2015-08-11T14:08:39.000Z,356,0,0
-79.919359125720803,40.4380405986306,205,TS337,40,205,,,SDE,2015-08-11T14:08:35.000Z,119,0,0
-79.990113106392741,40.403837437314806,206,TS167,40,206,,,SDE,2015-08-11T14:08:40.000Z,399,0,0
-80.000826606710632,40.440089075410469,207,TS342,40,207,,,SDE,2015-08-11T14:08:38.000Z,270,0,0
-79.927240319694533,40.463494627443076,208,TS37,40,208,,,SDE,2015-08-11T14:08:34.000Z,73,0,0
-79.944723273363579,40.411312500365476,209,TS394,40,209,,,SDE,2015-08-11T14:08:35.000Z,95,0,0
-80.021000546458268,40.447612433680312,210,TS669,40,210,,,SDE,2015-08-11T14:08:43.000Z,585,0,0
-79.952017765947176,40.451883533614506,211,TS208,40,211,,,SDE,2015-08-11T14:08:36.000Z,200,0,0
-79.997222718504347,40.440447963190827,212,TS488,40,212,,,SDE,2015-08-11T14:08:38.000Z,299,0,0
-79.996802609683627,40.439393560197466,213,TS296,40,213,,,SDE,2015-08-11T14:08:37.000Z,257,0,0
-79.988609163113765,40.429414611916386,214,TS125,40,214,,,SDE,2015-08-11T14:08:40.000Z,384,0,0
-80.029428010447859,40.444097371582416,215,TS520,40,215,,,SDE,2015-08-11T14:08:41.000Z,451,0,0
-79.961527217458823,40.435836411624003,216,TS22,40,216,,,SDE,2015-08-11T14:08:35.000Z,140,0,0
-79.943050216842451,40.450876156729052,217,TS286,40,217,,,SDE,2015-08-11T14:08:36.000Z,151,0,0
-79.921024938227461,40.469689981985525,218,TS401,40,218,,,SDE,2015-08-11T14:08:34.000Z,77,0,0
-79.919902330684906,40.441815005168621,219,TS482,40,219,,,SDE,2015-08-11T14:08:35.000Z,125,0,0
-79.908275183535935,40.474216100791786,220,TS419,40,220,,,SDE,2015-08-11T14:08:33.000Z,4,0,0
-79.995952508777435,40.382231053327821,221,TS442,40,221,,,SDE,2015-08-11T14:08:40.000Z,407,0,0
-80.006751517930581,40.440841820986464,222,TS241,40,222,,,SDE,2015-08-11T14:08:37.000Z,253,0,0
-79.89819972781828,40.448152016234211,223,TS194,40,223,,,SDE,2015-08-11T14:08:33.000Z,30,0,0
-79.935502804488934,40.450634617952844,224,TS7,40,224,,,SDE,2015-08-11T14:08:36.000Z,162,0,0
-80.017069751438612,40.459655618541994,225,TS142,40,225,,,SDE,2015-08-11T14:08:41.000Z,474,0,0
-79.944077205011226,40.409989173133724,226,TS323,40,226,,,SDE,2015-08-11T14:08:35.000Z,94,0,0
-79.998646371261557,40.440085271337182,227,TS314,40,227,,,SDE,2015-08-11T14:08:38.000Z,262,0,0
-80.001637037115572,40.438878397011926,228,TS540,40,228,,,SDE,2015-08-11T14:08:39.000Z,313,0,0
-79.911621078287581,40.446843257791969,229,TS255,40,229,,,SDE,2015-08-11T14:08:33.000Z,36,0,0
-79.917405988867117,40.463446123929032,230,TS272,40,230,,,SDE,2015-08-11T14:08:34.000Z,83,0,0
-79.894535529418761,40.448012071833624,231,TS135,40,231,,,SDE,2015-08-11T14:08:33.000Z,28,0,0
-79.934777408608809,40.480588290654268,232,TS490,40,232,,,SDE,2015-08-11T14:08:39.000Z,361,0,0
-79.890743740604492,40.454100300194149,233,TS134,40,233,,,SDE,2015-08-11T14:08:33.000Z,15,0,0
-79.937155618373467,40.488429232703311,234,TS185,40,234,,,SDE,2015-08-11T14:08:39.000Z,362,0,0
-79.958468777309875,40.441768377737446,235,TS53,40,235,,,SDE,2015-08-11T14:08:36.000Z,174,0,0
-79.995609543680061,40.444456477241054,236,TS498,40,236,,,SDE,2015-08-11T14:08:38.000Z,304,0,0
-79.953333955043576,40.453993601829211,237,TS65,40,237,,,SDE,2015-08-11T14:08:37.000Z,204,0,0
-79.936948359969406,40.457416509236488,238,TS68,40,238,,,SDE,2015-08-11T14:08:37.000Z,211,0,0
-79.910380451879604,40.452630004582559,239,TS446,40,239,,,SDE,2015-08-11T14:08:34.000Z,48,0,0
-79.895504572658467,40.487263741962977,240,TS620,40,240,,,SDE,2015-08-11T14:08:39.000Z,368,0,0
-79.999883874227308,40.442438779061533,241,TS430,40,241,,,SDE,2015-08-11T14:08:38.000Z,294,0,0
-79.917175354502774,40.442285772842489,242,TS98,40,242,,,SDE,2015-08-11T14:08:34.000Z,46,0,0
-79.927151379294884,40.41960755079981,243,TS92,40,243,,,SDE,2015-08-11T14:08:35.000Z,99,0,0
-79.976265125333796,40.428505775481661,244,TS632,40,244,,,SDE,2015-08-11T14:08:40.000Z,377,0,0
-79.941135226049013,40.464745128866213,245,TS290,40,245,,,SDE,2015-08-11T14:08:34.000Z,63,0,0
-79.959168850580483,40.441265891807234,246,TS591,40,246,,,SDE,2015-08-11T14:08:36.000Z,172,0,0
